CodigoMateria,Identificacao,Ementa,Data,IndicadorAutorPrincipal,CodigoParlamentar,interesse,justificativa_interesse
149758,PEC 27/2021,"Define como Instituições permanentes de Estado as entidades responsáveis pela produção das estatísticas nacionais, das avaliações nacionais da qualidade da educação e das avaliações das políticas públicas; e define ritos para indicação de seus dirigentes.",2021-09-10,Não,5748,0,Co-autor de PEC
148766,PRS 37/2021,"Autoriza o Estado da Paraíba a contratar operação de crédito externo, com garantia da República Federativa do Brasil, com o Banco Interamericano de Desenvolvimento – BID, no valor de US$ 38.412.000,00 (trinta e oito milhões, quatrocentos e doze mil dólares dos Estados Unidos da América).",2021-06-10,Sim,5748,6,Autor principal da matéria há menos de 3 anos
148894,PL 2315/2021,"Altera a Lei nº 10.216, de 6 de abril de 2001, para dispor sobre o direito à educação da pessoa com transtorno mental.",2021-06-24,Sim,5748,6,Autor principal da matéria há menos de 3 anos
148599,PDL 218/2021,"Susta, nos termos do art. 49, V, da Constituição Federal, a Portaria do INSS nº 1.299, de 12 de maio de 2012, que “Dispõe sobre a retomada do bloqueio dos créditos dos benefícios por falta de realização da comprovação de vida”.",2021-05-26,Sim,5748,6,Autor principal da matéria há menos de 3 anos
144585,PEC 33/2020,"Altera o § 4º do art. 57 da Constituição Federal, para permitir a recondução dos membros das Mesas da Câmara dos Deputados e do Senado Federal.",2020-09-04,Não,5748,0,Co-autor de PEC
144409,PEC 31/2020,"Altera o art. 150 da Constituição Federal para garantir a imunidade tributária aos livros, jornais, periódicos e o papel destinado a sua impressão.",2020-08-28,Não,5748,0,Co-autor de PEC
142858,PL 3478/2020,"Dispõe sobre gerenciamento de tecnologias em saúde e altera a Lei nº 8.080, de 19 de setembro de 1990, que dispõe sobre as condições para a promoção, proteção e recuperação da saúde, a organização e o funcionamento dos serviços correspondentes e dá outras providências, para instituir a política de gerenciamento de tecnologias em saúde no âmbito do Sistema Único de Saúde.",2020-06-23,Sim,5748,5,Autor principal da matéria há mais de 3 ano
142971,PEC 24/2020,"Altera o art. 225 da Constituição Federal para incluir, entre as incumbências do Poder Público, o estímulo a práticas de pagamento por serviços ambientais e a oferta de incentivos para a geração de empregos e formação de recursos humanos em atividades que contribuam para a qualidade ambiental.",2020-06-25,Não,5748,0,Co-autor de PEC
142785,PL 3468/2020,"Dispõe sobre o exercício da profissão de engenheiro clínico, e dá outras providências.",2020-06-23,Sim,5748,5,Autor principal da matéria há mais de 3 ano
142016,PEC 18/2020,"Acrescenta o art. 115 ao Ato das Disposições Constitucionais Transitórias (ADCT) para dispor sobre o adiamento das eleições municipais para Prefeito, Vice-Prefeito e Vereador, previstas para 4 de outubro de 2020, para o dia 6 de dezembro do mesmo ano, em decorrência das medidas para o enfrentamento da pandemia da Covid-19 declarada pela Organização Mundial da Saúde.",2020-05-19,Não,5748,0,Co-autor de PEC
142270,PL 3060/2020,"Altera a Lei nº 1.079, de 10 de abril de 1950, para para regulamentar o recebimento, pela Câmara dos Deputados, de denúncia contra o Presidente da República, por crime de responsabilidade.",2020-06-02,Sim,5748,5,Autor principal da matéria há mais de 3 ano
142072,PEC 21/2020,"Suspende o pagamento de precatórios judiciais por parte da União, Estados, Distrito Federal e Municípios, durante a situação de calamidade pública decorrente da pandemia do coronavírus (COVID - 19).",2020-05-21,Não,5748,0,Co-autor de PEC
142043,PEC 20/2020,"Determina a contagem em dobro, para fins de aposentadoria, do tempo de contribuição dos servidores públicos civis e militares das áreas de saúde e segurança pública da União, dos Estados, do Distrito Federal e dos Municípios, referente a serviço prestado nas ações de combate à pandemia do Coronavírus SARS-CoV-2 (Covid-19).",2020-05-20,Não,5748,0,Co-autor de PEC
142442,PL 3229/2020,"Altera a Lei nº 8.742, de 7 de dezembro de 1993, para autorizar a utilização de recursos do Sistema Único de Assistência Social (SUAS) para a compra de álcool em gel e máscaras N95/PFF2 ou equivalentes, ou de pano duplo 100% algodão, a serem distribuídos à população em estado de vulnerabilidade durante o período de enfrentamento da emergência de saúde pública de importância internacional decorrente da covid-19.",2020-06-09,Sim,5748,5,Autor principal da matéria há mais de 3 ano
142206,PEC 22/2020,"Acrescenta artigo ao Ato das Disposições Constitucionais Transitórias para determinar o adiamento, por dois meses, das eleições municipais de 2020 e dos prazos eleitorais respectivos.",2020-06-01,Não,5748,0,Co-autor de PEC
142601,PL 3404/2020,"Denomina ""Rodovia Deputado Álvaro Gaudêncio Filho"" a BR-412, no trecho entre o Km 0 (zero), na localidade Farinha, no município de Pocinhos (PB), até o final no KM 129, no município de Monteiro, Estado da Paraíba.",2020-06-18,Sim,5748,5,Autor principal da matéria há mais de 3 ano
142433,PL 3225/2020,Retirado à pedido do Senador.,2020-06-09,Sim,5748,5,Autor principal da matéria há mais de 3 ano
141957,PL 2663/2020,"Acrescenta art. 78-A à Lei nº 8.213, de 24 de julho de 1991, para dispor sobre a pensão por morte devida ao cônjuge, companheiro e dependentes de profissionais essenciais ao controle de doenças e à manutenção da ordem pública, auxiliares e trabalhadores complementares, que tenham perdido a vida em razão da pandemia e da calamidade pública decorrente do coronavírus (covid-19) e dá outras providências.",2020-05-14,Sim,5748,5,Autor principal da matéria há mais de 3 ano
141622,PEC 13/2020,"Cria Fundos Garantidores solidários no âmbito da política de desenvolvimento regional, para apoio e desenvolvimento de micro, pequenas e médias empresas.",2020-04-20,Não,5748,0,Co-autor de PEC
141439,PL 1545/2020,"Altera a Lei nº 13.979, de 6 de fevereiro de 2020, que dispõe sobre as medidas para enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus responsável pelo surto de 2019, para autorizar as instituições de ensino mantidas pela União a produzir equipamentos e materiais para o combate ao surto.",2020-04-06,Sim,5748,5,Autor principal da matéria há mais de 3 ano
141461,PL 1640/2020,"Altera o Código de Trânsito Brasileiro (Lei n 9.503, de 23 de setembro de 1997) para permitir a aplicação emergencial da receita arrecadada com a cobrança das multas de trânsito em ações e serviços públicos de saúde até 31 de dezembro de 2021.",2020-04-07,Sim,5748,5,Autor principal da matéria há mais de 3 ano
141462,PL 1642/2020,"Altera as Leis nos 8.212, de 24 de julho de 1991, e 13.485, de 2 de outubro de 2017, para determinar a suspensão do pagamento de contribuições previdenciárias por parte dos Estados, do Distrito Federal e dos Municípios, e de suas autarquias e fundações públicas, na vigência do reconhecimento federal do estado de calamidade pública relacionado à Covid-19 e para permitir posterior parcelamento dessas contribuições.",2020-04-07,Sim,5748,5,Autor principal da matéria há mais de 3 ano
141467,PL 1646/2020,Suspende temporariamente os bloqueios ou retenções à entrega dos recursos dos Fundos de Participação dos Estados e do Distrito Federal – FPE e dos Municípios – FPM feitos com base no inciso I do parágrafo único do art. 160 da Constituição Federal.,2020-04-07,Sim,5748,5,Autor principal da matéria há mais de 3 ano
141378,PL 1361/2020,Dispõe sobre medidas penais e processuais penais relativas à prevenção da transmissão do COVID-19.,2020-04-02,Sim,5748,5,Autor principal da matéria há mais de 3 ano
141315,PL 1188/2020,Dispõe sobre a perda da propriedade de depósitos judiciais por abandono em favor do Poder Público para uso em favor das contingências ocasionadas pela pandemia do Coronavírus (Covid-19).,2020-03-30,Sim,5748,5,Autor principal da matéria há mais de 3 ano
141277,PL 1124/2020,"Dispõe sobre a dispensa de recolhimentos de PIS e COFINS à Microempresa, à Empresa de Pequeno Porte e ao Microempreendedor Individual que mantiver o contrato de trabalho de ao menos 95% de seus empregados durante e imediatamente após o período de vigência de estado de emergência referente à pandemia do Covid-19.",2020-03-27,Sim,5748,5,Autor principal da matéria há mais de 3 ano
141298,PL 1167/2020,"Altera o Decreto-Lei nº 5.452, de 1º de maio de 1943, que aprova a Consolidação das Leis do Trabalho, para prever que, no caso de paralisação do trabalho motivada por ato de qualquer esfera do Poder Público no âmbito de medidas de combate a pandemias e epidemias, o pagamento das indenizações devidas ficará a cargo da União.",2020-03-30,Sim,5748,5,Autor principal da matéria há mais de 3 ano
141096,PEC 8/2020,"Altera o art. 5º da Constituição Federal, para incluir o acesso à internet entre os direitos fundamentais.",2020-03-12,Não,5748,0,Co-autor de PEC
141377,PL 1360/2020,"Altera a Lei nº 8.078, de 11 de setembro de 1990, para dispor sobre medidas de adequação dos estabelecimentos na hipótese de surto, epidemia ou pandemia.",2020-04-02,Sim,5748,5,Autor principal da matéria há mais de 3 ano
140759,PL 377/2020,"Altera a Lei nº 7.565, de 19 de dezembro de 1986 (Código Brasileiro de Aeronáutica), para permitir ao passageiro de empresa aérea efetuar pagamento de bagagem extra despachada ou excedente de peso no local de devolução da bagagem.",2020-02-18,Sim,5748,5,Autor principal da matéria há mais de 3 ano
140933,PL 487/2020,"Altera a Lei nº 7.170, de 14 de dezembro de 1983, para adequá-la à Constituição Federal de 1988 e para declarar o Serviço Federal de Processamento de Dados (Serpro) e a Empresa de Tecnologia e Informações da Previdência (Dataprev) empresas públicas de interesse da segurança nacional e insuscetíveis de privatização.",2020-03-04,Sim,5748,5,Autor principal da matéria há mais de 3 ano
140631,PDL 40/2020,"Susta, nos termos do art. 49, V, da Constituição Federal, o Decreto nº 10.206, de 20 de janeiro de 2020, do Presidente da República, que “Dispõe sobre a qualificação do Serviço Federal de Processamento de Dados no âmbito do Programa de Parcerias de Investimentos da Presidência da República e sobre a sua inclusão no Programa Nacional de Desestatização”.",2020-02-11,Sim,5748,5,Autor principal da matéria há mais de 3 ano
140950,PL 483/2020,"Acrescenta o § 7º ao art. 2º da Lei nº 9.491, de 9 de setembro de 1997, para determinar que a inclusão de empresa estatal no Programa Nacional de Desestatização depende de autorização legal específica.",2020-03-04,Sim,5748,5,Autor principal da matéria há mais de 3 ano
140636,PL 235/2020,"Altera a Lei nº 7.565, de 19 de dezembro de 1986 (Código Brasileiro de Aeronáutica), para permitir ao passageiro de empresa aérea efetuar pagamento de bagagem extra despachada ou excedente de peso no local de devolução da bagagem.",2020-02-11,Sim,5748,5,Autor principal da matéria há mais de 3 ano
140899,PDL 68/2020,"Susta, nos termos do art. 49, V, da Constituição Federal, o Decreto nº 10.206, de 20 de janeiro de 2020, do Presidente da República, que “Dispõe sobre a qualificação do Serviço Federal de Processamento de Dados no âmbito do Programa de Parcerias de Investimentos da Presidência da República e sobre a sua inclusão no Programa Nacional de Desestatização”.",2020-03-04,Sim,5748,5,Autor principal da matéria há mais de 3 ano
140310,PRS 121/2019,Estabelece alíquota para cobrança do Imposto sobre Operações Relativas à Circulação de Mercadorias e sobre Prestações de Serviços de Transporte Interestadual e Intermunicipal e de Comunicação (ICMS) nas operações interestaduais relativas à carne bovina.,2019-12-18,Não,5748,3,Co-autor da matéria há mais de 3 anos
140205,PEC 226/2019,Veda concessão e majoração de isenções e benefícios previdenciários na vigência do regime definido no art. 106 do ADCT.,2019-12-12,Não,5748,0,Co-autor de PEC
140271,PEC 229/2019,Altera o inciso XVIII do art. 7º da Constituição Federal e revoga o inciso XIX da Constituição Federal e o § 1º do art. 10 do Ato das Disposições Constitucionais Transitórias para dispor sobre a licença parental compartilhada.,2019-12-17,Não,5748,0,Co-autor de PEC
140173,PEC 224/2019,"Altera a Constituição Federal para disciplinar a apreciação dos vetos, separadamente, em cada Casa do Congresso Nacional.",2019-12-11,Não,5748,0,Co-autor de PEC
140080,PL 6302/2019,Institui o Dia Nacional do Teletrabalho.,2019-12-04,Sim,5748,5,Autor principal da matéria há mais de 3 ano
140081,PEC 212/2019,"Insere o § 3º no art. 20 da Constituição Federal para prover recursos para fundo de prevenção e recuperação de danos ambientais provocados por atividades de extração, transporte e processamento de recursos petrolíferos e minerais.",2019-12-04,Não,5748,0,Co-autor de PEC
139977,PL 6208/2019,"Altera a Lei nº 9.264, de 7 de fevereiro de 1996, para inserir os agentes de segurança das autoridades legislativas no rol de atividades de interesse policial.",2019-11-27,Sim,5748,5,Autor principal da matéria há mais de 3 ano
140159,PLP 268/2019,"Autoriza os Estados e o Distrito Federal a legislarem concorrentemente sobre matéria contratual, no âmbito do direito civil.",2019-12-11,Sim,5748,5,Autor principal da matéria há mais de 3 ano
139867,PL 6050/2019,"Modifica as Leis nº 9.472, de 16 de julho de 1997, e nº 5.070, de 7 de julho de 1966, instituindo medidas de estímulo às operadoras de telefonia móvel de pequeno e médio porte.",2019-11-19,Sim,5748,5,Autor principal da matéria há mais de 3 ano
139657,PEC 184/2019,Altera a Constituição Federal para instituir o Fundo Nacional de Responsabilidade por Poluição Causada por Incidentes com Hidrocarbonetos.,2019-10-30,Não,5748,0,Co-autor de PEC
139715,PEC 189/2019,"Altera o art. 60 da Constituição Federal, para dispor sobre a tramitação de proposta de emenda à Constituição.",2019-11-06,Não,5748,0,Co-autor de PEC
139626,PEC 182/2019,Aperfeiçoa e harmoniza as instituições e regras fiscais em vigor no País para uma gestão fiscal responsável e de qualidade.,2019-10-29,Não,5748,0,Co-autor de PEC
139860,PL 6049/2019,Dispõe sobre normas específicas para verificação do rendimento e controle de frequência dos estudantes que tenham sido eleitos para funções em entidades estudantis e dá outras providências.,2019-11-19,Sim,5748,5,Autor principal da matéria há mais de 3 ano
139864,PL 6037/2019,"Altera o art. 10 da Lei nº 9.249, de 26 de dezembro de 1995, para estabelecer a incidência de imposto de renda sobre lucros ou dividendos.",2019-11-19,Sim,5748,5,Autor principal da matéria há mais de 3 ano
139731,PEC 190/2019,"Altera o artigo 221 da Constituição Federal, para estabelecer a pluralidade de ideias e a diversidade de opiniões como princípios a serem atendidos pelas emissoras de rádio e de televisão na produção e na programação do conteúdo por elas veiculado.",2019-11-06,Não,5748,0,Co-autor de PEC
139858,PL 6033/2019,Institui incentivos fiscais para operações com produtos sem lactose e produtos orgânicos.,2019-11-19,Sim,5748,5,Autor principal da matéria há mais de 3 ano
139859,PL 6034/2019,"Altera a Lei nº 11.107, de 6 de abril de 2005, que dispõe sobre normas gerais de contratação de consórcios públicos e dá outras providências, para estabelecer que o consórcio público de direito privado não integra a administração indireta dos consorciados.",2019-11-19,Sim,5748,5,Autor principal da matéria há mais de 3 ano
139854,PL 6032/2019,"Dá nova redação ao art. 50 da Lei nº 8.069, de 13 de julho de 1990, que dispõe sobre o Estatuto da Criança e do Adolescente e dá outras providências.",2019-11-19,Sim,5748,5,Autor principal da matéria há mais de 3 ano
139861,PL 6035/2019,"Altera a Lei nº 9.991, de 24 de julho de 2000, com o objetivo de destinar recursos aos Municípios para realização de projetos de eficiência energética nos sistemas de iluminação pública.",2019-11-19,Sim,5748,5,Autor principal da matéria há mais de 3 ano
139848,PL 6031/2019,"Dispõe sobre a criação, normatização e o funcionamento dos jardins botânicos, estabelece o Sistema Nacional de Jardins Botânicos, cria o Conselho Nacional de Jardins Botânicos e dá outras providências.",2019-11-19,Sim,5748,5,Autor principal da matéria há mais de 3 ano
139866,PL 6039/2019,"Altera a Lei nº 5.662, de 21 de junho de 1971, para estabelecer parâmetros para que países estrangeiros possam contrair crédito junto ao Banco Nacional de Desenvolvimento Econômico e Social – BNDES.",2019-11-19,Sim,5748,5,Autor principal da matéria há mais de 3 ano
139849,PL 6040/2019,"Altera a Lei nº 9.656, de 3 de junho de 1998, que “dispõe sobre os planos e seguros privados de assistência à saúde”, para garantir que as mulheres que estejam até na 18º semana de gestação que contratem planos de saúde hospitalares com cobertura obstétrica tenham direito a atendimento integral, inclusive à realização de cirurgias, em caso de necessidade de assistência médica hospitalar decorrente da condição gestacional em situações de urgência.",2019-11-19,Sim,5748,5,Autor principal da matéria há mais de 3 ano
139850,PL 6041/2019,"Dispõe sobra a democratização, descentralização e transparência dos procedimentos decisórios em programas habitacionais de interesse social",2019-11-19,Sim,5748,5,Autor principal da matéria há mais de 3 ano
139851,PL 6042/2019,"Dispõe sobre os procedimentos aplicáveis em benefício do consumidor de produtos eletrônicos ou eletrodomésticos, em caso de obsolescência do produto antes do término de sua vida útil.",2019-11-19,Sim,5748,5,Autor principal da matéria há mais de 3 ano
139852,PL 6043/2019,"Altera a Lei nº 13.097, de 19 de janeiro de 2015, para reduzir a tributação de pequenos estabelecimentos industriais de cervejas e chopes especiais.",2019-11-19,Sim,5748,5,Autor principal da matéria há mais de 3 ano
139853,PL 6044/2019,"Altera a Lei nº 12.305, de 2010, que institui a Política Nacional de Resíduos Sólidos, para dispor sobre a capacitação de consumidores em relação ao acondicionamento de resíduos sólidos, no sistema de coleta seletiva.",2019-11-19,Sim,5748,5,Autor principal da matéria há mais de 3 ano
139855,PL 6045/2019,"Altera a Lei nº 8.036, de 11 de maio de 1990, Lei nº 11.977, de 7 de julho de 2009, e a Lei nº 11.124, de 16 de junho de 2005, para assegurar a adoção de sistemas de captação de energia solar e de redução do consumo de água nas moradias populares financiadas com recursos federais, e dá outras providências.",2019-11-19,Sim,5748,5,Autor principal da matéria há mais de 3 ano
139856,PL 6046/2019,"Altera a Lei 10.257, de 10 de julho de 2001, para incluir, entre o conteúdo mínimo do plano diretor, normas de verticalização e ocupação para redução de impactos ambientais por meio da instalação de coberturas vegetadas (telhados verdes) e reservatórios de águas pluviais em edifícios.",2019-11-19,Sim,5748,5,Autor principal da matéria há mais de 3 ano
139863,PL 6036/2019,Cria estímulo para o desenvolvimento da Língua Brasileira de Sinais - LIBRAS.,2019-11-19,Sim,5748,5,Autor principal da matéria há mais de 3 ano
139865,PL 6048/2019,"Altera a Lei nº 9.472, de 16 de julho de 1997, que dispõe sobre a organização dos serviços de telecomunicações, a criação e funcionamento de um órgão regulador e outros aspectos institucionais, nos termos da Emenda Constitucional nº 8, de 1995, para dispor sobre o direito de acesso aos canais de atendimento da prestadora de serviços de telecomunicações.",2019-11-19,Sim,5748,5,Autor principal da matéria há mais de 3 ano
139392,PEC 173/2019,Altera o art. 107 do Ato das Disposições Constitucionais Transitórias da Constituição Federal para excluir do Novo Regime Fiscal as despesas primárias custeadas com a contribuição de que trata o §5º do art. 212 da Constituição Federal.,2019-10-15,Não,5748,0,Co-autor de PEC
138874,PEC 140/2019,"Altera o § 9º do art. 166 da Constituição da República, para que parte dos recursos das emendas individuais seja destinada à Educação.",2019-09-18,Não,5748,0,Co-autor de PEC
139065,PL 5314/2019,"Acrescenta o art. 15-A à Lei nº 5.478, de 25 de julho de 1968 (Lei da Ação de Alimentos), para disciplinar, na ação revisional de alimentos ou de modificação de guarda, a prestação de contas sobre prestações alimentares recebidas.",2019-10-01,Sim,5748,5,Autor principal da matéria há mais de 3 ano
139039,PRS 95/2019,"Institui, no âmbito do Senado Federal, a Frente Parlamentar de apoio ao Mercado de Varejo e E-commerce",2019-10-01,Não,5748,3,Co-autor da matéria há mais de 3 anos
138555,PEC 133/2019,"Permite que os Estados, o Distrito Federal e os Municípios adotem em seus regimes próprios de previdência social as mesmas regras aplicáveis ao regime próprio da União; modifica renúncias previdenciárias; prevê benefício da Seguridade Social à criança vivendo em situação de pobreza; e dá outras providências.",2019-09-04,Não,5748,0,Co-autor de PEC
138762,PEC 137/2019,"Altera o art. 205 da Constituição Federal, para definir a educação como vetor do progresso do País.",2019-09-12,Não,5748,0,Co-autor de PEC
138235,PL 4653/2019,Institui o Plano Nacional de Incentivo ao Emprego e Ressocialização de Presos e de Egressos do Sistema Prisional – PINEPE.,2019-08-21,Sim,5748,5,Autor principal da matéria há mais de 3 ano
138236,PL 4652/2019,"Obriga os estacionamentos privados de shopping centers, centros comerciais ou estabelecimentos semelhantes a concederem o dobro do período de tolerância para saída a idosos, pessoas com deficiência e seus acompanhantes.",2019-08-21,Sim,5748,5,Autor principal da matéria há mais de 3 ano
138234,PL 4654/2019,Dispõe sobre a possibilidade de saque em espécie em guichês de caixa nos bancos,2019-08-21,Sim,5748,5,Autor principal da matéria há mais de 3 ano
138237,PL 4655/2019,"Altera a Lei nº 8.666, de 21 de junho de 1993, para acrescentar § 3º-A ao art. 3º, estabelecendo a obrigatoriedade de gravação audiovisual de todos os atos que compõem o procedimento licitatório.",2019-08-21,Sim,5748,5,Autor principal da matéria há mais de 3 ano
138238,PL 4656/2019,"Altera a Lei nº 9.656, de 3 de junho de 1998, para padronizar a data de reajuste das contraprestações pecuniárias devidas aos planos e seguros privados de assistência à saúde.",2019-08-21,Sim,5748,5,Autor principal da matéria há mais de 3 ano
138536,PEC 131/2019,"Altera o Ato das Disposições Constitucionais Transitórias para acrescentar o inciso V ao § 6º do art. 107 e o art. 115, a fim de garantir aplicação de percentual do Produto Interno Bruto para investimentos.",2019-09-04,Não,5748,0,Co-autor de PEC
138749,PEC 136/2019,"Acrescenta inciso LXXIX ao Art. 5º da Constituição Federal, para estabelecer o emprego de meios extrajudiciais de solução de conflitos como um direito fundamental.",2019-09-12,Sim,5748,5,Autor principal da matéria há mais de 3 ano
138346,PRS 78/2019,Institui o Grupo Parlamentar Brasil-Austrália.,2019-08-27,Sim,5748,5,Autor principal da matéria há mais de 3 ano
138239,PL 4657/2019,Dispõe sobre a isenção ou redução de taxa de inscrição em concursos públicos promovidos pela Administração Pública Federal aos candidatos que comprovarem a doação de livros a bibliotecas públicas.,2019-08-21,Sim,5748,5,Autor principal da matéria há mais de 3 ano
138240,PL 4658/2019,"Dispõe sobre incentivos fiscais à aquisição de bicicletas, skates, patins e patinetes e dá outras providências.",2019-08-21,Sim,5748,5,Autor principal da matéria há mais de 3 ano
138241,PL 4659/2019,"Altera o art. 473 da Consolidação das Leis do Trabalho - CLT, para dispor sobre o direito de mães e pais que estejam acompanhando seus filhos com patologias graves ou hospitalizados justificar suas faltas ao trabalho.",2019-08-21,Sim,5748,5,Autor principal da matéria há mais de 3 ano
138242,PL 4660/2019,"Altera a Lei nº 10.753, de 30 de outubro de 2003, para incluir, na Política Nacional do Livro, medidas de estímulo à criação, manutenção e atualização de bibliotecas públicas e escolares.",2019-08-21,Sim,5748,5,Autor principal da matéria há mais de 3 ano
138243,PL 4661/2019,Dispõe sobre isenção de taxa de inscrição em concurso público e processo seletivo a mesários eleitorais.,2019-08-21,Sim,5748,5,Autor principal da matéria há mais de 3 ano
138489,PEC 130/2019,"Altera o art. 20 da Constituição Federal e inclui o art. 251, para dispor sobre o produto da arrecadação de receitas decorrentes da alienação de imóveis e de participação da União no capital social de empresas públicas e sociedades de economia mista, e dá outras providências.",2019-09-03,Não,5748,0,Co-autor de PEC
138347,PRS 77/2019,"Altera o Regulamento Administrativo do Senado Federal, para estabelecer como requisito de escolaridade mínimo para ingresso no cargo de Policial Legislativo Federal o diploma de conclusão de curso de graduação.",2019-08-27,Sim,5748,5,Autor principal da matéria há mais de 3 ano
138244,PL 4662/2019,"Altera a Lei nº 12.711, de 29 de agosto de 2012, para conceder o direito aos idosos com setenta anos ou mais, que comprovadamente não tenham curso superior completo, o acesso ao ensino superior nas instituições federais de ensino superior, sem necessidade de processo ou concurso seletivo.",2019-08-21,Sim,5748,5,Autor principal da matéria há mais de 3 ano
138245,PL 4663/2019,"Altera a Lei nº 11.124, de 2005, e a Lei nº 11.977, de 2009, para incluir a obrigatoriedade de instalação de biblioteca pública e salas de estudos nos projetos de conjuntos habitacionais financiados pelo Fundo Nacional de Habitação de Interesse social (FNHIS) ou implantados no âmbito do Programa Nacional de Habitação Urbana (PNHU).",2019-08-21,Sim,5748,5,Autor principal da matéria há mais de 3 ano
138246,PL 4664/2019,"Altera a Lei nº 9.503, de 1997, para estabelecer regras para a guarda de veículos nos depósitos dos órgãos e entidades de trânsito.",2019-08-21,Sim,5748,5,Autor principal da matéria há mais de 3 ano
138247,PL 4665/2019,"Acrescenta art. 3º-A à Lei nº 10.214, de 27 de março de 2001, para estabelecer a adoção, como critério preferencial no ciclo de liquidação de boletos, a cronologia da percepção dos pagamentos pelas instituições financeiras recebedoras, e conferir prioridade no processamento daqueles que tenham sido provisionados para débito em conta bancária em data determinada.",2019-08-21,Sim,5748,5,Autor principal da matéria há mais de 3 ano
138175,PL 4559/2019,"Altera a Lei nº 8.112, de 11 de dezembro de 1990, que dispõe sobre o regime jurídico dos servidores públicos civis da União, das autarquias e das fundações públicas federais, para dispor sobre os afastamentos para estudo ou missão no País e no exterior.",2019-08-19,Sim,5748,5,Autor principal da matéria há mais de 3 ano
137763,PL 4018/2019,"Altera a redação do art. 96-A da Lei nº 8.112, de 11 de dezembro de 1990, para prever nova sistemática de afastamento do servidor público para participação em programas de pós-graduação stricto sensu.",2019-07-10,Sim,5748,5,Autor principal da matéria há mais de 3 ano
138082,PDL 508/2019,"Convoca plebiscito sobre a criação do Estado de Tapajós, nos termos dos arts. 18, § 3º, e 49, XV, ambos da Constituição Federal.",2019-08-13,Não,5748,3,Co-autor da matéria há mais de 3 anos
138174,PDL 515/2019,"Susta a Portaria nº 666, de 25 de julho de 2019, do Ministério da Justiça e Segurança Pública, que dispõe sobre o impedimento de ingresso, a repatriação e a deportação sumária de pessoa perigosa ou que tenha praticado ato contrário aos princípios e objetivos dispostos na Constituição Federal.",2019-08-12,Sim,5748,5,Autor principal da matéria há mais de 3 ano
137965,PEC 122/2019,"Altera o art. 198 da Constituição Federal e os arts. 107 e 110 do Ato das Disposições Constitucionais Transitórias, para elevar para dezoito por cento da receita corrente líquida da União o montante mínimo a ser por ela aplicado anualmente em ações e serviços públicos de saúde, bem como para excluir esses recursos dos limites estabelecidos pelo Novo Regime Fiscal.",2019-07-17,Não,5748,0,Co-autor de PEC
138085,PDL 509/2019,Dispõe sobre a realização de plebiscito para a criação do Estado do Maranhão do Sul,2019-08-13,Não,5748,3,Co-autor da matéria há mais de 3 anos
137928,PEC 118/2019,Altera o inciso IV do art. 52 da Constituição Federal para definir que a escolha de chefe de missão diplomática de caráter permanente deve recair sobre servidor integrante da carreira diplomática.,2019-08-06,Não,5748,0,Co-autor de PEC
137635,PL 3965/2019,Estabelece vedação de atribuição de caráter eliminatório às provas de conhecimentos gerais de informática em concurso público federal.,2019-07-09,Sim,5748,5,Autor principal da matéria há mais de 3 ano
137659,PL 3964/2019,Dispõe sobre o exercício de direitos culturais e a realização de apresentações culturais no âmbito da infraestrutura dos serviços públicos de mobilidade urbana.,2019-07-09,Sim,5748,5,Autor principal da matéria há mais de 3 ano
137699,PEC 110/2019,Altera o Sistema Tributário Nacional e dá outras providências.,2019-07-09,Não,5748,0,Co-autor de PEC
137695,PEC 109/2019,"Acrescenta § 4º ao art. 102 da Constituição Federal, para estabelecer a necessidade de demonstração da existência de controvérsia constitucional relevante e atual como condição de admissibilidade da ação direta de inconstitucionalidade e da ação declaratória de constitucionalidade.",2019-07-09,Não,5748,0,Co-autor de PEC
136802,PEC 78/2019,"Altera o art. 107 do Ato das Disposições Constitucionais Transitórias da Constituição Federal, para estabelecer que seja excluída da base de cálculo e dos limites do Novo Regime Fiscal as transferências a Estados e Municípios advindas do bônus de assinatura resultante da licitação blocos exploratórios de petróleo, gás natural e outros hidrocarbonetos excedente da cessão onerosa, sob modalidade de partilha de produção.",2019-05-15,Não,5748,0,Co-autor de PEC
136599,PEC 64/2019,Altera os arts. 23 e 165 da Constituição Federal; cria o art. 165-A da Constituição Federal; dá nova redação ao art. 35 do Ato das Disposições Constitucionais Transitórias; e cria o art. 35-A do Ato das Disposições Constitucionais Transitórias para dispor sobre políticas de redução das desigualdades inter-regionais.,2019-05-07,Não,5748,0,Co-autor de PEC
136892,PL 3040/2019,"Altera a Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro, para dispor sobre a exclusividade dos centros de formação de condutores e eliminar o prazo mínimo de quinze dias para repetição do exame escrito ou de direção veicular em caso de reprovação.",2019-05-21,Sim,5748,5,Autor principal da matéria há mais de 3 ano
136890,PL 3039/2019,"Acrescenta o art. 42-B à Lei nº 8.078, de 11 de setembro de 1990 (Código de Defesa do Consumidor), para dispor sobre o dever de notificação do consumidor no caso de transferência de cobrança ou de cessão de crédito relativo à relação de consumo.",2019-05-21,Sim,5748,5,Autor principal da matéria há mais de 3 ano
