,CodigoParlamentar,CodigoMateria,interesse,justificativa_interesse
15118,5322.0,106498,5,Relatou a matéria há mais de 3 anos em CE
15119,5322.0,108023,0,Foi designado como relator mas a matéria foi prejudicada em CE
15120,5322.0,112968,10,Relatou a matéria há mais de 3 anos em CDH - Autor de emenda há mais de 3 anos
15121,5322.0,115171,5,Relatou a matéria há mais de 3 anos em CAS
15122,5322.0,115347,-5,Foi relator mas houve redistribuição da relatoria em CE
15123,5322.0,115754,10,Foi designado como relator mas a matéria foi prejudicada em CE - Relatou a matéria há mais de 3 anos em CAS - Autor de emenda há mais de 3 anos
15124,5322.0,116000,10,Relatou a matéria há mais de 3 anos em CDH - Autor de emenda há mais de 3 anos
15125,5322.0,116720,-5,Foi relator mas houve redistribuição da relatoria em CAS
15126,5322.0,116996,-5,Foi relator mas houve redistribuição da relatoria em CE
15127,5322.0,117030,5,Foi relator mas houve redistribuição da relatoria em CDH - Relatou a matéria há mais de 3 anos em CE - Autor de emenda há mais de 3 anos
15128,5322.0,117083,5,Relatou a matéria há mais de 3 anos em CE
15129,5322.0,117559,10,Relatou a matéria há mais de 3 anos em CE - Autor de emenda há mais de 3 anos
15130,5322.0,117805,5,Autor de emenda há mais de 3 anos
15131,5322.0,118223,5,Relatou a matéria há mais de 3 anos em CE
15132,5322.0,118617,0,Foi designado como relator mas a matéria foi prejudicada em CDH
15133,5322.0,119059,10,Relatou a matéria há mais de 3 anos em CE - Autor de emenda há mais de 3 anos
15134,5322.0,119624,0,Co-autor de PEC
15135,5322.0,119625,0,Co-autor de PEC
15136,5322.0,119626,0,Co-autor de PEC
15137,5322.0,119627,0,Co-autor de PEC
15138,5322.0,119628,0,Co-autor de PEC
15139,5322.0,119631,0,Co-autor de PEC
15140,5322.0,119642,0,Co-autor de PEC
15141,5322.0,119644,0,Co-autor de PEC
15142,5322.0,119679,9,Autor principal da matéria há mais de 3 ano - Discursou sobre a matéria (Discurso) há menos de 3 anos
15143,5322.0,119690,0,Co-autor de PEC
15144,5322.0,119732,5,Autor principal da matéria há mais de 3 ano
15145,5322.0,119735,5,Autor principal da matéria há mais de 3 ano
15146,5322.0,119741,0,Co-autor de PEC
15147,5322.0,119750,5,Autor principal da matéria há mais de 3 ano
15148,5322.0,119759,3,Co-autor da matéria há mais de 3 anos
15149,5322.0,119775,5,Autor principal da matéria há mais de 3 ano
15150,5322.0,119837,0,Co-autor de PEC
15151,5322.0,119839,5,Autor principal da matéria há mais de 3 ano
15152,5322.0,119840,5,Autor principal da matéria há mais de 3 ano
15153,5322.0,119841,5,Autor principal da matéria há mais de 3 ano
15154,5322.0,119842,5,Autor principal da matéria há mais de 3 ano
15155,5322.0,119843,5,Autor principal da matéria há mais de 3 ano
15156,5322.0,119844,5,Autor principal da matéria há mais de 3 ano
15157,5322.0,119845,5,Autor principal da matéria há mais de 3 ano
15158,5322.0,119847,5,Autor principal da matéria há mais de 3 ano
15159,5322.0,119850,5,Autor principal da matéria há mais de 3 ano
15160,5322.0,119854,5,Autor principal da matéria há mais de 3 ano
15161,5322.0,119858,0,Co-autor de PEC
15162,5322.0,119861,5,Autor principal da matéria há mais de 3 ano
15163,5322.0,119869,5,Autor principal da matéria há mais de 3 ano
15164,5322.0,119897,3,Co-autor da matéria há mais de 3 anos
15165,5322.0,119915,-5,Foi relator mas houve redistribuição da relatoria em CDH
15166,5322.0,120006,0,Co-autor de PEC
15167,5322.0,120027,0,Co-autor de PEC
15168,5322.0,120074,0,Co-autor de PEC
15169,5322.0,120077,0,Co-autor de PEC
15170,5322.0,120143,0,Co-autor de PEC
15171,5322.0,120152,0,Co-autor de PEC
15172,5322.0,120161,0,Co-autor de PEC
15173,5322.0,120162,0,Co-autor de PEC
15174,5322.0,120289,0,Co-autor de PEC
15175,5322.0,120337,0,Co-autor de PEC
15176,5322.0,120338,0,Co-autor de PEC
15177,5322.0,120386,0,Co-autor de PEC
15178,5322.0,120406,5,Autor principal da matéria há mais de 3 ano
15179,5322.0,120499,0,Co-autor de PEC
15180,5322.0,120501,0,Co-autor de PEC
15181,5322.0,120520,0,Co-autor de PEC
15182,5322.0,120565,0,Co-autor de PEC
15183,5322.0,120680,0,Foi designado como relator mas a matéria foi prejudicada em CE
15184,5322.0,120691,5,Autor principal da matéria há mais de 3 ano
15185,5322.0,120692,5,Autor principal da matéria há mais de 3 ano
15186,5322.0,120699,0,Co-autor de PEC
15187,5322.0,120772,0,Co-autor de PEC
15188,5322.0,120877,5,Autor principal da matéria há mais de 3 ano
15189,5322.0,121156,5,Autor principal da matéria há mais de 3 ano
15190,5322.0,121157,5,Autor principal da matéria há mais de 3 ano
15191,5322.0,121302,0,Co-autor de PEC
15192,5322.0,121332,0,Co-autor de PEC
15193,5322.0,121333,0,Co-autor de PEC
15194,5322.0,121425,0,Co-autor de PEC
15195,5322.0,121505,5,Autor principal da matéria há mais de 3 ano
15196,5322.0,121564,0,Co-autor de PEC
15197,5322.0,121565,0,Co-autor de PEC
15198,5322.0,121704,0,Co-autor de PEC
15199,5322.0,121727,5,Autor principal da matéria há mais de 3 ano
15200,5322.0,121729,5,Autor de emenda há mais de 3 anos
15201,5322.0,121801,0,Co-autor de PEC
15202,5322.0,121802,0,Co-autor de PEC
15203,5322.0,121821,0,Co-autor de PEC
15204,5322.0,121831,10,Relatou a matéria há mais de 3 anos em CAS - Relatou a matéria há mais de 3 anos em CE - Foi designado como relator mas a matéria foi prejudicada em CE
15205,5322.0,121844,0,Co-autor de PEC
15206,5322.0,121953,5,Autor de emenda há mais de 3 anos
15207,5322.0,121976,5,Autor principal da matéria há mais de 3 ano
15208,5322.0,121987,17,Relatou a matéria há menos de 3 anos em PLEN - Relatou a matéria há mais de 3 anos em CE - Autor de emenda há menos de 3 anos
15209,5322.0,122029,0,Foi designado como relator mas a matéria foi prejudicada em CAS
15210,5322.0,122042,5,Autor principal da matéria há mais de 3 ano
15211,5322.0,122082,3,Co-autor da matéria há mais de 3 anos
15212,5322.0,122098,0,Co-autor de PEC
15213,5322.0,122216,0,Co-autor de PEC
15214,5322.0,122308,0,Co-autor de PEC
15215,5322.0,122357,0,Co-autor de PEC
15216,5322.0,122400,0,Co-autor de PEC
15217,5322.0,122410,5,Autor principal da matéria há mais de 3 ano
15218,5322.0,122411,5,Autor principal da matéria há mais de 3 ano
15219,5322.0,122432,0,Co-autor de PEC
15220,5322.0,122536,5,Autor principal da matéria há mais de 3 ano
15221,5322.0,122561,5,Autor principal da matéria há mais de 3 ano
15222,5322.0,122562,5,Autor principal da matéria há mais de 3 ano
15223,5322.0,122586,3,Co-autor da matéria há mais de 3 anos
15224,5322.0,122665,5,Autor principal da matéria há mais de 3 ano
15225,5322.0,122997,0,Foi designado como relator mas a matéria foi prejudicada em CE
15226,5322.0,123041,0,Co-autor de PEC
15227,5322.0,123100,5,Autor principal da matéria há mais de 3 ano
15228,5322.0,123112,10,Relatou a matéria há mais de 3 anos em CE - Autor de emenda há mais de 3 anos
15229,5322.0,123228,0,Co-autor de PEC
15230,5322.0,123356,0,Co-autor de PEC
15231,5322.0,123381,0,Co-autor de PEC
15232,5322.0,123419,5,Autor principal da matéria há mais de 3 ano
15233,5322.0,123608,10,Relatou a matéria há mais de 3 anos em CE - Autor de emenda há mais de 3 anos
15234,5322.0,123619,5,Autor principal da matéria há mais de 3 ano
15235,5322.0,123692,3,Co-autor da matéria há mais de 3 anos
15236,5322.0,123814,5,Autor principal da matéria há mais de 3 ano
15237,5322.0,123816,5,Autor principal da matéria há mais de 3 ano
15238,5322.0,123832,0,Co-autor de PEC
15239,5322.0,123881,5,Autor principal da matéria há mais de 3 ano
15240,5322.0,123888,0,Foi designado como relator mas a matéria foi prejudicada em CAS
15241,5322.0,123978,0,Co-autor de PEC
15242,5322.0,123987,5,Relatou a matéria há mais de 3 anos em CE
15243,5322.0,124017,0,Co-autor de PEC
15244,5322.0,124021,0,Co-autor de PEC
15245,5322.0,124116,3,Co-autor da matéria há mais de 3 anos
15246,5322.0,124160,5,Relatou a matéria há mais de 3 anos em CE
15247,5322.0,124176,0,Co-autor de PEC
15248,5322.0,124249,5,Autor principal da matéria há mais de 3 ano
15249,5322.0,124331,0,Co-autor de PEC
15250,5322.0,124386,0,Co-autor de PEC
15251,5322.0,124403,0,Co-autor de PEC
15252,5322.0,124405,0,Co-autor de PEC
15253,5322.0,124460,0,Co-autor de PEC
15254,5322.0,124480,0,Foi designado como relator mas a matéria foi prejudicada em CDH
15255,5322.0,124652,5,Autor de emenda há mais de 3 anos
15256,5322.0,124777,0,Foi designado como relator mas a matéria foi prejudicada em CDIR
15257,5322.0,124779,0,Co-autor de PEC
15258,5322.0,124811,-5,Foi relator mas houve redistribuição da relatoria em CDH
15259,5322.0,124904,0,Foi designado como relator mas a matéria foi prejudicada em CE
15260,5322.0,124955,0,Foi designado como relator mas a matéria foi prejudicada em CE
15261,5322.0,125105,5,Autor principal da matéria há mais de 3 ano
15262,5322.0,125244,0,Co-autor de PEC
15263,5322.0,125276,0,Co-autor de PEC
15264,5322.0,125445,0,Co-autor de PEC
15265,5322.0,125473,0,Co-autor de PEC
15266,5322.0,125505,0,Co-autor de PEC
15267,5322.0,125574,0,Co-autor de PEC
15268,5322.0,125620,0,Co-autor de PEC
15269,5322.0,125635,5,Autor principal da matéria há mais de 3 ano
15270,5322.0,125636,5,Autor principal da matéria há mais de 3 ano
15271,5322.0,125726,0,Co-autor de PEC
15272,5322.0,125727,0,Co-autor de PEC
15273,5322.0,125728,0,Co-autor de PEC
15274,5322.0,125757,5,Autor principal da matéria há mais de 3 ano
15275,5322.0,125761,5,Autor principal da matéria há mais de 3 ano
15276,5322.0,125808,0,Co-autor de PEC
15277,5322.0,125967,0,Co-autor de PEC
15278,5322.0,125990,3,Co-autor da matéria há mais de 3 anos
15279,5322.0,126056,0,Co-autor de PEC
15280,5322.0,126372,5,Autor principal da matéria há mais de 3 ano
15281,5322.0,126373,5,Autor principal da matéria há mais de 3 ano
15282,5322.0,126374,5,Autor principal da matéria há mais de 3 ano
15283,5322.0,126375,5,Autor principal da matéria há mais de 3 ano
15284,5322.0,126376,5,Autor principal da matéria há mais de 3 ano
15285,5322.0,126383,5,Autor principal da matéria há mais de 3 ano
15286,5322.0,126489,0,Foi designado como relator mas a matéria foi prejudicada em CAS
15287,5322.0,126492,5,Autor principal da matéria há mais de 3 ano
15288,5322.0,126520,0,Co-autor de PEC
15289,5322.0,126527,5,Autor de emenda há mais de 3 anos
15290,5322.0,126584,0,Co-autor de PEC
15291,5322.0,126654,5,Relatou a matéria há mais de 3 anos em CE
15292,5322.0,126667,0,Foi designado como relator mas a matéria foi prejudicada em CE
15293,5322.0,126704,5,Autor principal da matéria há mais de 3 ano
15294,5322.0,126822,0,Co-autor de PEC
15295,5322.0,126893,0,Co-autor de PEC
15296,5322.0,126956,5,Relatou a matéria há mais de 3 anos em CDH
15297,5322.0,127101,0,Co-autor de PEC
15298,5322.0,127412,5,Autor principal da matéria há mais de 3 ano
15299,5322.0,127439,0,Co-autor de PEC
15300,5322.0,127442,0,Co-autor de PEC
15301,5322.0,127444,0,Co-autor de PEC
15302,5322.0,127446,0,Co-autor de PEC
15303,5322.0,127525,-5,Foi relator mas houve redistribuição da relatoria em CAS
15304,5322.0,127571,-5,Foi relator mas houve redistribuição da relatoria em CAS
15305,5322.0,127740,5,Autor principal da matéria há mais de 3 ano
15306,5322.0,127749,0,Co-autor de PEC
15307,5322.0,127914,-5,Foi designado como relator mas a matéria foi prejudicada em CE - Foi relator mas houve redistribuição da relatoria em CE
15308,5322.0,127918,-5,Foi relator mas houve redistribuição da relatoria em CAS
15309,5322.0,128035,0,Co-autor de PEC
15310,5322.0,128136,0,Co-autor de PEC
15311,5322.0,128137,5,Autor principal da matéria há mais de 3 ano
15312,5322.0,128138,5,Autor principal da matéria há mais de 3 ano
15313,5322.0,128196,0,Co-autor de PEC
15314,5322.0,128288,-5,Foi relator mas houve redistribuição da relatoria em CAS
15315,5322.0,128332,-5,Foi relator mas houve redistribuição da relatoria em CAS
15316,5322.0,128465,6,Autor de emenda há menos de 3 anos
15317,5322.0,128541,0,Co-autor de PEC
15318,5322.0,128836,10,Relatou a matéria há mais de 3 anos em CDH - Autor de emenda há mais de 3 anos
15319,5322.0,129049,5,Autor de emenda há mais de 3 anos
15320,5322.0,129146,10,Relatou a matéria há mais de 3 anos em CDH - Autor de emenda há mais de 3 anos
15321,5322.0,129152,0,Co-autor de PEC
15322,5322.0,129238,0,Foi designado como relator mas a matéria foi prejudicada em CAS
15323,5322.0,129246,-5,Foi relator mas houve redistribuição da relatoria em CDH
15324,5322.0,129369,5,Autor principal da matéria há mais de 3 ano
15325,5322.0,129370,0,Co-autor de PEC
15326,5322.0,129371,5,Autor principal da matéria há mais de 3 ano
15327,5322.0,129565,0,Co-autor de PEC
15328,5322.0,129566,0,Co-autor de PEC
15329,5322.0,129571,5,Autor principal da matéria há mais de 3 ano
15330,5322.0,129580,0,Foi designado como relator mas a matéria foi prejudicada em CAS
15331,5322.0,129741,5,Autor principal da matéria há mais de 3 ano
15332,5322.0,129778,0,Co-autor de PEC
15333,5322.0,129811,5,Autor principal da matéria há mais de 3 ano
15334,5322.0,130011,-5,Foi relator mas houve redistribuição da relatoria em CDH
15335,5322.0,130042,0,Foi designado como relator mas a matéria foi prejudicada em CDIR
15336,5322.0,130193,-5,Foi relator mas houve redistribuição da relatoria em CDH
15337,5322.0,130254,-5,Foi relator mas houve redistribuição da relatoria em CDH
15338,5322.0,130256,5,Relatou a matéria há mais de 3 anos em CDH
15339,5322.0,130257,-5,Foi relator mas houve redistribuição da relatoria em CDH
15340,5322.0,130299,5,Autor principal da matéria há mais de 3 ano
15341,5322.0,130300,5,Autor principal da matéria há mais de 3 ano
15342,5322.0,130302,5,Autor principal da matéria há mais de 3 ano
15343,5322.0,130303,5,Autor principal da matéria há mais de 3 ano
15344,5322.0,130304,5,Autor principal da matéria há mais de 3 ano
15345,5322.0,130360,-5,Foi relator mas houve redistribuição da relatoria em CDH
15346,5322.0,130477,0,Co-autor de PEC
15347,5322.0,130538,5,Autor principal da matéria há mais de 3 ano
15348,5322.0,130907,5,Autor principal da matéria há mais de 3 ano
15349,5322.0,130908,5,Autor principal da matéria há mais de 3 ano
15350,5322.0,130919,0,Co-autor de PEC
15351,5322.0,130932,10,Relatou a matéria há mais de 3 anos em CDH - Autor de emenda há mais de 3 anos
15352,5322.0,130940,-5,Foi relator mas houve redistribuição da relatoria em CAS
15353,5322.0,131023,-5,Foi relator mas houve redistribuição da relatoria em CDH
15354,5322.0,131340,5,Autor principal da matéria há mais de 3 ano
15355,5322.0,131475,0,Foi designado como relator mas a matéria foi prejudicada em CDH
15356,5322.0,131526,5,Autor principal da matéria há mais de 3 ano
15357,5322.0,131646,-5,Foi relator mas houve redistribuição da relatoria em CAS
15358,5322.0,131729,0,Co-autor de PEC
15359,5322.0,131749,5,Autor principal da matéria há mais de 3 ano
15360,5322.0,131763,0,Co-autor de PEC
15361,5322.0,131851,5,Autor principal da matéria há mais de 3 ano
15362,5322.0,131874,-5,Foi relator mas houve redistribuição da relatoria em CDH
15363,5322.0,131945,-5,Foi relator mas houve redistribuição da relatoria em CAS
15364,5322.0,131956,5,Autor principal da matéria há mais de 3 ano
15365,5322.0,132049,0,Co-autor de PEC
15366,5322.0,132208,0,Co-autor de PEC
15367,5322.0,132387,10,Relatou a matéria há mais de 3 anos em CDH - Autor de emenda há mais de 3 anos
15368,5322.0,132483,5,Foi designado como relator mas a matéria foi prejudicada em CE - Autor de emenda há mais de 3 anos
15369,5322.0,132560,5,Relatou a matéria há mais de 3 anos em CDH
15370,5322.0,133162,-5,Foi relator mas houve redistribuição da relatoria em CE
15371,5322.0,133194,5,Autor principal da matéria há mais de 3 ano
15372,5322.0,133214,3,Co-autor da matéria há mais de 3 anos
15373,5322.0,133280,-5,Foi relator mas houve redistribuição da relatoria em CDH
15374,5322.0,133424,-5,Foi relator mas houve redistribuição da relatoria em CDH
15375,5322.0,133471,3,Co-autor da matéria há mais de 3 anos
15376,5322.0,133557,5,Autor principal da matéria há mais de 3 ano
15377,5322.0,133715,-5,Foi relator mas houve redistribuição da relatoria em CAS
15378,5322.0,133938,5,Autor principal da matéria há mais de 3 ano
15379,5322.0,133944,0,Co-autor de PEC
15380,5322.0,134078,-5,Foi relator mas houve redistribuição da relatoria em CE
15381,5322.0,134197,5,Relatou a matéria há mais de 3 anos em CAS
15382,5322.0,134203,-5,Foi relator mas houve redistribuição da relatoria em CDH
15383,5322.0,134288,0,Foi relator mas houve redistribuição da relatoria em CAS - Relatou a matéria há mais de 3 anos em CDH
15384,5322.0,134289,5,Relatou a matéria há mais de 3 anos em CDH
15385,5322.0,134609,5,Relatou a matéria há mais de 3 anos em CAS
15386,5322.0,134690,5,Autor principal da matéria há mais de 3 ano
15387,5322.0,134714,5,Autor principal da matéria há mais de 3 ano
15388,5322.0,134715,5,Autor principal da matéria há mais de 3 ano
15389,5322.0,134806,0,Foi designado como relator mas a matéria foi prejudicada em CAS
15390,5322.0,134963,5,Relatou a matéria há mais de 3 anos em CAS
15391,5322.0,135114,10,Relatou a matéria há mais de 3 anos em CDH - Autor de emenda há mais de 3 anos
15392,5322.0,135118,0,Co-autor de PEC
15393,5322.0,135120,0,Co-autor de PEC
15394,5322.0,135130,5,Relatou a matéria há mais de 3 anos em CAS
15395,5322.0,135136,10,Relatou a matéria há mais de 3 anos em CAS - Autor de emenda há mais de 3 anos
15396,5322.0,135199,5,Autor principal da matéria há mais de 3 ano
15397,5322.0,135229,0,Foi designado como relator mas a matéria foi prejudicada em CAS
15398,5322.0,135253,0,Co-autor de PEC
15399,5322.0,135326,-5,Foi relator mas houve redistribuição da relatoria em CE
15400,5322.0,135330,4,Relator atual designado há menos de 1 ano em CEsp - Foi designado como relator mas a matéria foi prejudicada em CE
15401,5322.0,135355,5,Relatou a matéria há mais de 3 anos em CRE
15402,5322.0,135400,0,Co-autor de PEC
15403,5322.0,135456,10,Relatou a matéria há mais de 3 anos em CE - Autor de emenda há mais de 3 anos
15404,5322.0,135458,12,Relatou a matéria há menos de 3 anos em CDIR - Autor de emenda há menos de 3 anos
15405,5322.0,135490,5,Relatou a matéria há mais de 3 anos em CDH
15406,5322.0,135492,0,Foi designado como relator mas a matéria foi prejudicada em CAS
15407,5322.0,135495,0,Foi designado como relator mas a matéria foi prejudicada em CDH
15408,5322.0,135499,5,Relatou a matéria há mais de 3 anos em CDH
15409,5322.0,135512,17,Relatou a matéria há menos de 1 ano em CAE - Relatou a matéria há mais de 3 anos em CDH - Autor de emenda há mais de 3 anos
15410,5322.0,135514,10,Relatou a matéria há mais de 3 anos em CDH - Autor de emenda há mais de 3 anos
15411,5322.0,135571,0,Co-autor de PEC
15412,5322.0,135585,5,Relatou a matéria há mais de 3 anos em CDH
15413,5322.0,135587,5,Relatou a matéria há mais de 3 anos em CAS
15414,5322.0,135698,5,Autor principal da matéria há mais de 3 ano
15415,5322.0,135718,0,Co-autor de PEC
15416,5322.0,135719,0,Co-autor de PEC
15417,5322.0,135798,5,Relatou a matéria há mais de 3 anos em CDH
15418,5322.0,135817,0,Co-autor de PEC
15419,5322.0,135851,0,Co-autor de PEC
15420,5322.0,135972,0,Co-autor de PEC
15421,5322.0,135977,0,Co-autor de PEC
15422,5322.0,135989,5,Relatou a matéria há mais de 3 anos em CDH
15423,5322.0,136107,5,Autor principal da matéria há mais de 3 ano
15424,5322.0,136116,5,Autor principal da matéria há mais de 3 ano
15425,5322.0,136153,0,Co-autor de PEC
15426,5322.0,136165,0,Co-autor de PEC
15427,5322.0,136166,0,Co-autor de PEC
15428,5322.0,136225,0,Foi designado como relator mas a matéria foi prejudicada em CAS
15429,5322.0,136266,-5,Foi relator mas houve redistribuição da relatoria em CAS
15430,5322.0,136270,0,Co-autor de PEC
15431,5322.0,136296,0,Co-autor de PEC
15432,5322.0,136350,10,Relatou a matéria há mais de 3 anos em CAS - Autor de emenda há mais de 3 anos
15433,5322.0,136355,10,Relatou a matéria há mais de 3 anos em CAS - Autor de emenda há mais de 3 anos
15434,5322.0,136368,5,Autor principal da matéria há mais de 3 ano
15435,5322.0,136501,0,Co-autor de PEC
15436,5322.0,136523,0,Co-autor de PEC
15437,5322.0,136527,-5,Foi relator mas houve redistribuição da relatoria em CE
15438,5322.0,136599,0,Co-autor de PEC
15439,5322.0,136606,0,Co-autor de PEC
15440,5322.0,136632,0,Co-autor de PEC
15441,5322.0,136637,5,Autor principal da matéria há mais de 3 ano
15442,5322.0,136645,5,Autor principal da matéria há mais de 3 ano
15443,5322.0,136732,0,Co-autor de PEC
15444,5322.0,136742,0,Co-autor de PEC
15445,5322.0,136752,0,Co-autor de PEC
15446,5322.0,136775,0,Co-autor de PEC
15447,5322.0,136802,0,Co-autor de PEC
15448,5322.0,136803,0,Co-autor de PEC
15449,5322.0,136812,0,Co-autor de PEC
15450,5322.0,136894,0,Co-autor de PEC
15451,5322.0,136909,0,Co-autor de PEC
15452,5322.0,137042,0,Foi designado como relator mas a matéria foi prejudicada em CAS
15453,5322.0,137066,0,Co-autor de PEC
15454,5322.0,137100,10,Relatou a matéria há mais de 3 anos em CAS - Relatou a matéria há mais de 3 anos em CDH
15455,5322.0,137125,0,Co-autor de PEC
15456,5322.0,137311,6,Autor de emenda há menos de 3 anos
15457,5322.0,137414,4,Relator atual designado há menos de 1 ano em CAS - Foi designado como relator mas a matéria foi prejudicada em CAS
15458,5322.0,137419,5,Foi designado como relator mas a matéria foi prejudicada em CDH - Autor de emenda há mais de 3 anos
15459,5322.0,137471,0,Co-autor de PEC
15460,5322.0,137500,-5,Foi relator mas houve redistribuição da relatoria em CDH
15461,5322.0,137532,0,Co-autor de PEC
15462,5322.0,137699,0,Co-autor de PEC
15463,5322.0,137753,5,Relatou a matéria há mais de 3 anos em CDH
15464,5322.0,137772,0,Foi designado como relator mas a matéria foi prejudicada em CDIR
15465,5322.0,137928,0,Co-autor de PEC
15466,5322.0,137936,5,Autor principal da matéria há mais de 3 ano
15467,5322.0,137958,0,Foi designado como relator mas a matéria foi prejudicada em CAS
15468,5322.0,137999,5,Autor de emenda há mais de 3 anos
15469,5322.0,138000,0,Co-autor de PEC
15470,5322.0,138151,0,Co-autor de PEC
15471,5322.0,138171,5,Autor de emenda há mais de 3 anos
15472,5322.0,138218,5,Autor principal da matéria há mais de 3 ano
15473,5322.0,138236,14,Relatou a matéria há menos de 1 ano em CDH - Foi designado como relator mas a matéria foi prejudicada em CDH - Autor de emenda há menos de 1 ano
15474,5322.0,138508,10,Relatou a matéria há mais de 3 anos em CDH - Autor de emenda há mais de 3 anos
15475,5322.0,138553,5,Autor de emenda há mais de 3 anos
15476,5322.0,138555,5,Autor de emenda há mais de 3 anos
15477,5322.0,138740,0,Co-autor de PEC
15478,5322.0,138749,0,Co-autor de PEC
15479,5322.0,138828,5,Autor principal da matéria há mais de 3 ano
15480,5322.0,138830,5,Autor principal da matéria há mais de 3 ano
15481,5322.0,138835,5,Autor principal da matéria há mais de 3 ano
15482,5322.0,138939,10,Relatou a matéria há mais de 3 anos em CDH - Autor de emenda há mais de 3 anos
15483,5322.0,138955,5,Autor principal da matéria há mais de 3 ano
15484,5322.0,139116,0,Co-autor de PEC
15485,5322.0,139338,6,Autor de emenda há menos de 3 anos
15486,5322.0,139392,0,Co-autor de PEC
15487,5322.0,139532,5,Relatou a matéria há mais de 3 anos em CDH
15488,5322.0,139626,0,Co-autor de PEC
15489,5322.0,139628,0,Co-autor de PEC
15490,5322.0,139702,6,Autor de emenda há menos de 3 anos
15491,5322.0,139715,0,Co-autor de PEC
15492,5322.0,139757,5,Autor de emenda há mais de 3 anos
15493,5322.0,139798,7,Relatou a matéria há menos de 1 ano em CEsp
15494,5322.0,139863,5,Relatou a matéria há mais de 3 anos em CDH
15495,5322.0,139880,0,Co-autor de PEC
15496,5322.0,140061,5,Autor principal da matéria há mais de 3 ano
15497,5322.0,140070,11,Autor principal da matéria há mais de 3 ano - Discursou sobre a matéria (Discussão) há menos de 1 ano
15498,5322.0,140073,0,Co-autor de PEC
15499,5322.0,140096,10,Relatou a matéria há mais de 3 anos em PLEN - Relatou a matéria há mais de 3 anos em CAS
15500,5322.0,140141,5,Autor principal da matéria há mais de 3 ano
15501,5322.0,140271,0,Co-autor de PEC
15502,5322.0,140293,-5,Foi relator mas houve redistribuição da relatoria em CE
15503,5322.0,140318,-5,Foi relator mas houve redistribuição da relatoria em CE
15504,5322.0,140326,5,Relatou a matéria há mais de 3 anos em CDH
15505,5322.0,140331,5,Relatou a matéria há mais de 3 anos em CE
15506,5322.0,140548,0,Foi designado como relator mas a matéria foi prejudicada em CAS
15507,5322.0,140576,0,Co-autor de PEC
15508,5322.0,140635,0,Foi designado como relator mas a matéria foi prejudicada em CAS
15509,5322.0,140639,0,Co-autor de PEC
15510,5322.0,140640,5,Autor principal da matéria há mais de 3 ano
15511,5322.0,140738,14,Relatou a matéria há menos de 1 ano em CDH - Foi designado como relator mas a matéria foi prejudicada em CDH - Autor de emenda há menos de 1 ano
15512,5322.0,140741,5,Autor principal da matéria há mais de 3 ano
15513,5322.0,140984,-5,Foi relator mas houve redistribuição da relatoria em CE
15514,5322.0,141096,0,Co-autor de PEC
15515,5322.0,141101,0,Co-autor de PEC
15516,5322.0,141188,5,Autor de emenda há mais de 3 anos
15517,5322.0,141240,5,Autor principal da matéria há mais de 3 ano
15518,5322.0,141309,5,Autor de emenda há mais de 3 anos
15519,5322.0,141336,5,Autor principal da matéria há mais de 3 ano
15520,5322.0,141354,5,Autor de emenda há mais de 3 anos
15521,5322.0,141368,5,Autor de emenda há mais de 3 anos
15522,5322.0,141519,5,Autor principal da matéria há mais de 3 ano
15523,5322.0,141520,5,Autor principal da matéria há mais de 3 ano
15524,5322.0,141566,0,Co-autor de PEC
15525,5322.0,141572,5,Autor principal da matéria há mais de 3 ano
15526,5322.0,141577,0,Co-autor de PEC
15527,5322.0,141622,0,Co-autor de PEC
15528,5322.0,141623,5,Autor principal da matéria há mais de 3 ano
15529,5322.0,141702,5,Autor de emenda há mais de 3 anos
15530,5322.0,141713,5,Autor principal da matéria há mais de 3 ano
15531,5322.0,141817,5,Autor de emenda há mais de 3 anos
15532,5322.0,141888,5,Autor principal da matéria há mais de 3 ano
15533,5322.0,141929,0,Co-autor de PEC
15534,5322.0,141980,0,Co-autor de PEC
15535,5322.0,141983,0,Co-autor de PEC
15536,5322.0,141989,5,Autor principal da matéria há mais de 3 ano
15537,5322.0,141994,5,Autor principal da matéria há mais de 3 ano
15538,5322.0,142016,0,Co-autor de PEC
15539,5322.0,142021,0,Co-autor de PEC
15540,5322.0,142043,0,Co-autor de PEC
15541,5322.0,142056,5,Autor principal da matéria há mais de 3 ano
15542,5322.0,142072,0,Co-autor de PEC
15543,5322.0,142122,5,Autor principal da matéria há mais de 3 ano
15544,5322.0,142173,5,Autor principal da matéria há mais de 3 ano
15545,5322.0,142174,5,Autor principal da matéria há mais de 3 ano
15546,5322.0,142395,5,Autor de emenda há mais de 3 anos
15547,5322.0,142562,5,Autor principal da matéria há mais de 3 ano
15548,5322.0,142563,5,Autor principal da matéria há mais de 3 ano
15549,5322.0,142587,5,Autor principal da matéria há mais de 3 ano
15550,5322.0,142596,5,Autor de emenda há mais de 3 anos
15551,5322.0,142705,0,Co-autor de PEC
15552,5322.0,142743,5,Autor principal da matéria há mais de 3 ano
15553,5322.0,142971,0,Co-autor de PEC
15554,5322.0,143035,5,Autor principal da matéria há mais de 3 ano
15555,5322.0,143189,5,Autor principal da matéria há mais de 3 ano
15556,5322.0,143222,5,Autor principal da matéria há mais de 3 ano
15557,5322.0,143239,5,Autor principal da matéria há mais de 3 ano
